request	Election_Jurisdiction:token	Election_Jurisdiction:id	Election_Jurisdiction	Election_Year:token	Election_Year:id	Election_Year	Election_Type:token	Election_Type:id	Election_Type	Office_Sought:token	Office_Sought:id	Office_Sought	#_of_Records	Total_$
s=NC&c-exi=1&c-r-ot=H&c-r-id=70825	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4820	"HOUSE DISTRICT 111"	1228	1698905.12
s=NC&c-exi=1&c-r-ot=H&c-r-id=55183	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4807	"HOUSE DISTRICT 098"	1619	1653175.85
s=NC&c-exi=1&c-r-ot=H&c-r-id=48566	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4809	"HOUSE DISTRICT 100"	1918	1452525.93
s=NC&c-exi=1&c-r-ot=H&c-r-id=17982	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4809	"HOUSE DISTRICT 100"	1481	1338048.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=36461	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4763	"HOUSE DISTRICT 054"	3057	1300710.62
s=NC&c-exi=1&c-r-ot=H&c-r-id=60983	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4750	"HOUSE DISTRICT 041"	1696	1262874.27
s=NC&c-exi=1&c-r-ot=H&c-r-id=61058	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4825	"HOUSE DISTRICT 116"	2517	1088810.32
s=NC&c-exi=1&c-r-ot=H&c-r-id=23636	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4745	"HOUSE DISTRICT 036"	970	1030728.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=7802	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4761	"HOUSE DISTRICT 052"	1480	1008343.78
s=NC&c-exi=1&c-r-ot=H&c-r-id=31351	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4809	"HOUSE DISTRICT 100"	1335	1007779.27
s=NC&c-exi=1&c-r-ot=H&c-r-id=70677	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4758	"HOUSE DISTRICT 049"	1765	987198.02
s=NC&c-exi=1&c-r-ot=H&c-r-id=51213	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4763	"HOUSE DISTRICT 054"	1433	923944.96
s=NC&c-exi=1&c-r-ot=H&c-r-id=60991	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4758	"HOUSE DISTRICT 049"	1154	899364.38
s=NC&c-exi=1&c-r-ot=H&c-r-id=8817	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4761	"HOUSE DISTRICT 052"	1549	896787.42
s=NC&c-exi=1&c-r-ot=H&c-r-id=38838	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4786	"HOUSE DISTRICT 077"	324	886868.50
s=NC&c-exi=1&c-r-ot=H&c-r-id=70761	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4744	"HOUSE DISTRICT 035"	609	853940.71
s=NC&c-exi=1&c-r-ot=H&c-r-id=61057	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4824	"HOUSE DISTRICT 115"	1446	799494.64
s=NC&c-exi=1&c-r-ot=H&c-r-id=38846	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4825	"HOUSE DISTRICT 116"	1126	729951.68
s=NC&c-exi=1&c-r-ot=H&c-r-id=38832	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4750	"HOUSE DISTRICT 041"	992	719215.65
s=NC&c-exi=1&c-r-ot=H&c-r-id=70684	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4797	"HOUSE DISTRICT 088"	841	712686.27
s=NC&c-exi=1&c-r-ot=H&c-r-id=61040	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4807	"HOUSE DISTRICT 098"	1361	704006.86
s=NC&c-exi=1&c-r-ot=H&c-r-id=7835	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4743	"HOUSE DISTRICT 034"	1184	681037.93
s=NC&c-exi=1&c-r-ot=H&c-r-id=12896	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4750	"HOUSE DISTRICT 041"	1146	667112.05
s=NC&c-exi=1&c-r-ot=H&c-r-id=60971	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4738	"HOUSE DISTRICT 029"	912	644957.08
s=NC&c-exi=1&c-r-ot=H&c-r-id=60978	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4745	"HOUSE DISTRICT 036"	725	631265.45
s=NC&c-exi=1&c-r-ot=H&c-r-id=12895	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4743	"HOUSE DISTRICT 034"	673	595834.49
s=NC&c-exi=1&c-r-ot=H&c-r-id=12906	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4790	"HOUSE DISTRICT 081"	702	582730.30
s=NC&c-exi=1&c-r-ot=H&c-r-id=28297	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4766	"HOUSE DISTRICT 057"	731	572283.89
s=NC&c-exi=1&c-r-ot=H&c-r-id=1093	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4743	"HOUSE DISTRICT 034"	830	568570.88
s=NC&c-exi=1&c-r-ot=H&c-r-id=14820	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4758	"HOUSE DISTRICT 049"	946	557827.96
s=NC&c-exi=1&c-r-ot=H&c-r-id=55178	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4813	"HOUSE DISTRICT 104"	602	556684.01
s=NC&c-exi=1&c-r-ot=H&c-r-id=61053	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4820	"HOUSE DISTRICT 111"	595	545940.19
s=NC&c-exi=1&c-r-ot=H&c-r-id=12897	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4753	"HOUSE DISTRICT 044"	1021	539314.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=38830	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4746	"HOUSE DISTRICT 037"	1040	532638.59
s=NC&c-exi=1&c-r-ot=H&c-r-id=38826	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4717	"HOUSE DISTRICT 008"	1044	517436.85
s=NC&c-exi=1&c-r-ot=H&c-r-id=4915	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4760	"HOUSE DISTRICT 051"	1338	509778.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23643	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4770	"HOUSE DISTRICT 061"	442	505865.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=60995	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4762	"HOUSE DISTRICT 053"	798	496578.08
s=NC&c-exi=1&c-r-ot=H&c-r-id=36447	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4825	"HOUSE DISTRICT 116"	445	491029.96
s=NC&c-exi=1&c-r-ot=H&c-r-id=27040	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4734	"HOUSE DISTRICT 025"	651	485016.90
s=NC&c-exi=1&c-r-ot=H&c-r-id=70739	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4802	"HOUSE DISTRICT 093"	1483	482213.53
s=NC&c-exi=1&c-r-ot=H&c-r-id=60986	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4753	"HOUSE DISTRICT 044"	839	482120.50
s=NC&c-exi=1&c-r-ot=H&c-r-id=14819	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4754	"HOUSE DISTRICT 045"	526	481282.86
s=NC&c-exi=1&c-r-ot=H&c-r-id=70765	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4717	"HOUSE DISTRICT 008"	711	476888.06
s=NC&c-exi=1&c-r-ot=H&c-r-id=31326	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4745	"HOUSE DISTRICT 036"	743	468808.44
s=NC&c-exi=1&c-r-ot=H&c-r-id=9770	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4825	"HOUSE DISTRICT 116"	565	466752.72
s=NC&c-exi=1&c-r-ot=H&c-r-id=38842	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4802	"HOUSE DISTRICT 093"	650	464084.24
s=NC&c-exi=1&c-r-ot=H&c-r-id=33106	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4750	"HOUSE DISTRICT 041"	560	458524.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70672	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4749	"HOUSE DISTRICT 040"	457	457484.13
s=NC&c-exi=1&c-r-ot=H&c-r-id=60993	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4760	"HOUSE DISTRICT 051"	778	456680.07
s=NC&c-exi=1&c-r-ot=H&c-r-id=33140	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4762	"HOUSE DISTRICT 053"	643	456550.60
s=NC&c-exi=1&c-r-ot=H&c-r-id=70695	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4762	"HOUSE DISTRICT 053"	662	453201.34
s=NC&c-exi=1&c-r-ot=H&c-r-id=9787	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4750	"HOUSE DISTRICT 041"	827	451923.02
s=NC&c-exi=1&c-r-ot=H&c-r-id=27079	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4804	"HOUSE DISTRICT 095"	634	448825.71
s=NC&c-exi=1&c-r-ot=H&c-r-id=61035	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4802	"HOUSE DISTRICT 093"	1325	437352.85
s=NC&c-exi=1&c-r-ot=H&c-r-id=23630	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4712	"HOUSE DISTRICT 003"	377	434265.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47687	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4747	"HOUSE DISTRICT 038"	553	434089.41
s=NC&c-exi=1&c-r-ot=H&c-r-id=36428	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4715	"HOUSE DISTRICT 006"	630	434022.85
s=NC&c-exi=1&c-r-ot=H&c-r-id=33114	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4753	"HOUSE DISTRICT 044"	593	429445.86
s=NC&c-exi=1&c-r-ot=H&c-r-id=40705	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4797	"HOUSE DISTRICT 088"	623	418726.68
s=NC&c-exi=1&c-r-ot=H&c-r-id=38833	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4760	"HOUSE DISTRICT 051"	597	417431.42
s=NC&c-exi=1&c-r-ot=H&c-r-id=70833	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4827	"HOUSE DISTRICT 118"	1144	415957.94
s=NC&c-exi=1&c-r-ot=H&c-r-id=36427	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4713	"HOUSE DISTRICT 004"	450	415294.38
s=NC&c-exi=1&c-r-ot=H&c-r-id=6956	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	10323	"HOUSE DISTRICT UNK"	1188	414022.90
s=NC&c-exi=1&c-r-ot=H&c-r-id=12909	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4812	"HOUSE DISTRICT 103"	669	405973.04
s=NC&c-exi=1&c-r-ot=H&c-r-id=27097	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4745	"HOUSE DISTRICT 036"	584	404142.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23619	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4711	"HOUSE DISTRICT 002"	207	401909.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53282	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4807	"HOUSE DISTRICT 098"	418	397547.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=12878	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4754	"HOUSE DISTRICT 045"	921	396928.22
s=NC&c-exi=1&c-r-ot=H&c-r-id=61030	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4797	"HOUSE DISTRICT 088"	584	388182.71
s=NC&c-exi=1&c-r-ot=H&c-r-id=1104	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4720	"HOUSE DISTRICT 011"	593	384998.26
s=NC&c-exi=1&c-r-ot=H&c-r-id=12890	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4824	"HOUSE DISTRICT 115"	840	383455.81
s=NC&c-exi=1&c-r-ot=H&c-r-id=33120	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4825	"HOUSE DISTRICT 116"	538	381415.52
s=NC&c-exi=1&c-r-ot=H&c-r-id=7787	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4712	"HOUSE DISTRICT 003"	682	380614.61
s=NC&c-exi=1&c-r-ot=H&c-r-id=10705	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4734	"HOUSE DISTRICT 025"	451	380051.72
s=NC&c-exi=1&c-r-ot=H&c-r-id=61054	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4821	"HOUSE DISTRICT 112"	520	378322.43
s=NC&c-exi=1&c-r-ot=H&c-r-id=9774	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4747	"HOUSE DISTRICT 038"	564	373666.31
s=NC&c-exi=1&c-r-ot=H&c-r-id=28317	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4820	"HOUSE DISTRICT 111"	1043	372640.88
s=NC&c-exi=1&c-r-ot=H&c-r-id=36429	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4719	"HOUSE DISTRICT 010"	472	364643.93
s=NC&c-exi=1&c-r-ot=H&c-r-id=23618	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4757	"HOUSE DISTRICT 048"	818	364407.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23628	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4728	"HOUSE DISTRICT 019"	791	364342.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=27059	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4760	"HOUSE DISTRICT 051"	917	363750.19
s=NC&c-exi=1&c-r-ot=H&c-r-id=70661	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4824	"HOUSE DISTRICT 115"	1205	362127.66
s=NC&c-exi=1&c-r-ot=H&c-r-id=60962	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4729	"HOUSE DISTRICT 020"	786	360855.88
s=NC&c-exi=1&c-r-ot=H&c-r-id=33088	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4790	"HOUSE DISTRICT 081"	398	360748.71
s=NC&c-exi=1&c-r-ot=H&c-r-id=9778	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4712	"HOUSE DISTRICT 003"	946	359965.87
s=NC&c-exi=1&c-r-ot=H&c-r-id=23611	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4723	"HOUSE DISTRICT 014"	863	356724.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=33113	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4797	"HOUSE DISTRICT 088"	551	355937.13
s=NC&c-exi=1&c-r-ot=H&c-r-id=14825	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4788	"HOUSE DISTRICT 079"	340	351844.15
s=NC&c-exi=1&c-r-ot=H&c-r-id=7843	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4719	"HOUSE DISTRICT 010"	744	351776.82
s=NC&c-exi=1&c-r-ot=H&c-r-id=27058	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4760	"HOUSE DISTRICT 051"	894	350593.05
s=NC&c-exi=1&c-r-ot=H&c-r-id=6969	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4740	"HOUSE DISTRICT 031"	323	350458.73
s=NC&c-exi=1&c-r-ot=H&c-r-id=36444	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4802	"HOUSE DISTRICT 093"	649	348798.14
s=NC&c-exi=1&c-r-ot=H&c-r-id=23617	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4734	"HOUSE DISTRICT 025"	508	348514.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=31336	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4799	"HOUSE DISTRICT 090"	443	346954.66
s=NC&c-exi=1&c-r-ot=H&c-r-id=14801	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4763	"HOUSE DISTRICT 054"	1288	342115.93
s=NC&c-exi=1&c-r-ot=H&c-r-id=6964	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4757	"HOUSE DISTRICT 048"	619	338564.43
s=NC&c-exi=1&c-r-ot=H&c-r-id=61060	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4827	"HOUSE DISTRICT 118"	612	332881.34
s=NC&c-exi=1&c-r-ot=H&c-r-id=70685	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4719	"HOUSE DISTRICT 010"	412	328873.71
s=NC&c-exi=1&c-r-ot=H&c-r-id=33115	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4719	"HOUSE DISTRICT 010"	465	327908.71
s=NC&c-exi=1&c-r-ot=H&c-r-id=33136	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4802	"HOUSE DISTRICT 093"	774	323252.40
s=NC&c-exi=1&c-r-ot=H&c-r-id=33103	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4722	"HOUSE DISTRICT 013"	598	322064.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=31337	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4726	"HOUSE DISTRICT 017"	452	321969.43
s=NC&c-exi=1&c-r-ot=H&c-r-id=27032	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4722	"HOUSE DISTRICT 013"	491	321757.73
s=NC&c-exi=1&c-r-ot=H&c-r-id=4919	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4805	"HOUSE DISTRICT 096"	389	321586.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70683	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4801	"HOUSE DISTRICT 092"	888	320823.26
s=NC&c-exi=1&c-r-ot=H&c-r-id=27064	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4771	"HOUSE DISTRICT 062"	651	320105.42
s=NC&c-exi=1&c-r-ot=H&c-r-id=33128	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4746	"HOUSE DISTRICT 037"	1077	315239.70
s=NC&c-exi=1&c-r-ot=H&c-r-id=28313	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4726	"HOUSE DISTRICT 017"	505	314476.39
s=NC&c-exi=1&c-r-ot=H&c-r-id=60950	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4717	"HOUSE DISTRICT 008"	675	311463.03
s=NC&c-exi=1&c-r-ot=H&c-r-id=27026	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4721	"HOUSE DISTRICT 012"	203	310545.23
s=NC&c-exi=1&c-r-ot=H&c-r-id=38845	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4824	"HOUSE DISTRICT 115"	870	308154.45
s=NC&c-exi=1&c-r-ot=H&c-r-id=10728	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4804	"HOUSE DISTRICT 095"	405	307479.13
s=NC&c-exi=1&c-r-ot=H&c-r-id=1079	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4712	"HOUSE DISTRICT 003"	494	305506.14
s=NC&c-exi=1&c-r-ot=H&c-r-id=7827	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4745	"HOUSE DISTRICT 036"	560	305151.15
s=NC&c-exi=1&c-r-ot=H&c-r-id=14822	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4772	"HOUSE DISTRICT 063"	359	305093.32
s=NC&c-exi=1&c-r-ot=H&c-r-id=47686	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4747	"HOUSE DISTRICT 038"	454	304380.57
s=NC&c-exi=1&c-r-ot=H&c-r-id=8816	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4719	"HOUSE DISTRICT 010"	519	298818.09
s=NC&c-exi=1&c-r-ot=H&c-r-id=32464	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4715	"HOUSE DISTRICT 006"	759	298211.46
s=NC&c-exi=1&c-r-ot=H&c-r-id=31370	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4754	"HOUSE DISTRICT 045"	724	297260.20
s=NC&c-exi=1&c-r-ot=H&c-r-id=4891	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4749	"HOUSE DISTRICT 040"	394	296115.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=28298	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4824	"HOUSE DISTRICT 115"	537	295788.23
s=NC&c-exi=1&c-r-ot=H&c-r-id=12904	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4787	"HOUSE DISTRICT 078"	531	293458.64
s=NC&c-exi=1&c-r-ot=H&c-r-id=23654	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4720	"HOUSE DISTRICT 011"	518	292818.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=61009	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4776	"HOUSE DISTRICT 067"	407	291963.20
s=NC&c-exi=1&c-r-ot=H&c-r-id=36426	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4712	"HOUSE DISTRICT 003"	1016	289348.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=1022	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4731	"HOUSE DISTRICT 022"	643	288471.34
s=NC&c-exi=1&c-r-ot=H&c-r-id=4887	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4740	"HOUSE DISTRICT 031"	400	286428.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=40702	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4745	"HOUSE DISTRICT 036"	447	285731.27
s=NC&c-exi=1&c-r-ot=H&c-r-id=60944	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4711	"HOUSE DISTRICT 002"	368	284229.48
s=NC&c-exi=1&c-r-ot=H&c-r-id=36434	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4746	"HOUSE DISTRICT 037"	478	283887.16
s=NC&c-exi=1&c-r-ot=H&c-r-id=4885	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4799	"HOUSE DISTRICT 090"	292	283851.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=31327	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4778	"HOUSE DISTRICT 069"	580	282235.96
s=NC&c-exi=1&c-r-ot=H&c-r-id=14813	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4718	"HOUSE DISTRICT 009"	637	281767.97
s=NC&c-exi=1&c-r-ot=H&c-r-id=28327	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4715	"HOUSE DISTRICT 006"	379	281547.03
s=NC&c-exi=1&c-r-ot=H&c-r-id=36431	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4734	"HOUSE DISTRICT 025"	677	281008.17
s=NC&c-exi=1&c-r-ot=H&c-r-id=4936	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4785	"HOUSE DISTRICT 076"	433	280152.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=60948	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4715	"HOUSE DISTRICT 006"	1011	279552.83
s=NC&c-exi=1&c-r-ot=H&c-r-id=60988	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4755	"HOUSE DISTRICT 046"	493	279317.43
s=NC&c-exi=1&c-r-ot=H&c-r-id=17936	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4750	"HOUSE DISTRICT 041"	858	278984.12
s=NC&c-exi=1&c-r-ot=H&c-r-id=70806	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4765	"HOUSE DISTRICT 056"	1090	278662.73
s=NC&c-exi=1&c-r-ot=H&c-r-id=14812	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4715	"HOUSE DISTRICT 006"	878	278591.27
s=NC&c-exi=1&c-r-ot=H&c-r-id=27062	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4770	"HOUSE DISTRICT 061"	846	274545.35
s=NC&c-exi=1&c-r-ot=H&c-r-id=1062	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4722	"HOUSE DISTRICT 013"	525	272510.62
s=NC&c-exi=1&c-r-ot=H&c-r-id=12874	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4731	"HOUSE DISTRICT 022"	447	271536.54
s=NC&c-exi=1&c-r-ot=H&c-r-id=4893	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4758	"HOUSE DISTRICT 049"	549	269624.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=27083	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4720	"HOUSE DISTRICT 011"	507	268685.80
s=NC&c-exi=1&c-r-ot=H&c-r-id=27037	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4728	"HOUSE DISTRICT 019"	441	268440.20
s=NC&c-exi=1&c-r-ot=H&c-r-id=27063	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4771	"HOUSE DISTRICT 062"	566	268235.92
s=NC&c-exi=1&c-r-ot=H&c-r-id=9782	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4802	"HOUSE DISTRICT 093"	483	268002.46
s=NC&c-exi=1&c-r-ot=H&c-r-id=36437	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4760	"HOUSE DISTRICT 051"	499	266141.32
s=NC&c-exi=1&c-r-ot=H&c-r-id=10738	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4712	"HOUSE DISTRICT 003"	713	262134.65
